artist_name,artist_id,track_name,track_id,track_popularity,track_url
Victoria Monét,63XBtGSEZINSyXylZxEUbv,We Might Even Be Falling In Love (Interlude),4rCuwgRRKaIiHlHDc8Bga6,65,https://api.spotify.com/v1/tracks/4rCuwgRRKaIiHlHDc8Bga6
Victoria Monét,63XBtGSEZINSyXylZxEUbv,Coastin’,1IjeGPU5hqHlJpm00zObN7,65,https://api.spotify.com/v1/tracks/1IjeGPU5hqHlJpm00zObN7
Victoria Monét,63XBtGSEZINSyXylZxEUbv,Moment,6rSUrh8ErKSKfbH0t0IzCM,60,https://api.spotify.com/v1/tracks/6rSUrh8ErKSKfbH0t0IzCM
Victoria Monét,63XBtGSEZINSyXylZxEUbv,F.U.C.K.,0iDuW211AjTsYDPsLxyqX4,59,https://api.spotify.com/v1/tracks/0iDuW211AjTsYDPsLxyqX4
Victoria Monét,63XBtGSEZINSyXylZxEUbv,Experience,2oap3QptGISyIvwKpnJJId,59,https://api.spotify.com/v1/tracks/2oap3QptGISyIvwKpnJJId
Victoria Monét,63XBtGSEZINSyXylZxEUbv,Ass Like That,6YQmDvj6XVAKSPLzjjLrFj,58,https://api.spotify.com/v1/tracks/6YQmDvj6XVAKSPLzjjLrFj
Victoria Monét,63XBtGSEZINSyXylZxEUbv,Big Boss (Interlude),7EuktT4CgA637ci366IrYW,56,https://api.spotify.com/v1/tracks/7EuktT4CgA637ci366IrYW
Victoria Monét,63XBtGSEZINSyXylZxEUbv,Jaguar,6mnnWzRl1C6LABvoUar9tF,54,https://api.spotify.com/v1/tracks/6mnnWzRl1C6LABvoUar9tF
SZA,7tYKF4w9nC0nq9CsPZTHyP,Good Days,3YJJjQPAbDT7mGpX3WtQ9A,81,https://api.spotify.com/v1/tracks/3YJJjQPAbDT7mGpX3WtQ9A
SZA,7tYKF4w9nC0nq9CsPZTHyP,I Hate U,5dXWFMwD7I7zXsInONVl0H,78,https://api.spotify.com/v1/tracks/5dXWFMwD7I7zXsInONVl0H
