toptrack_key,track_url,track_name,artist_key
4UN1cxXIlQhmOWXhEkrBqu,https://api.spotify.com/v1/tracks/4UN1cxXIlQhmOWXhEkrBqu,anxiety.,164Uj4eKjl6zTBKfJLFKKK
1oUisglJjlTLsSd9OFqSf2,https://api.spotify.com/v1/tracks/1oUisglJjlTLsSd9OFqSf2,this is what falling in love feels like - R3HAB Remix,164Uj4eKjl6zTBKfJLFKKK
4ObQ0m7VUtrgdEwpFeCKua,https://api.spotify.com/v1/tracks/4ObQ0m7VUtrgdEwpFeCKua,"12 Songs, Op. 21: V. Lilacs (Transcr. Rachmaninoff for Solo Piano)",0Kekt6CKSo0m5mivKcoH51
4rrrn8OLrttq7r9RgNXalU,https://api.spotify.com/v1/tracks/4rrrn8OLrttq7r9RgNXalU,"Piano Concerto No. 2 in C Minor, Op. 18: 2. Adagio sostenuto",0Kekt6CKSo0m5mivKcoH51
0wZMPhztIsuwSjCo6OalWe,https://api.spotify.com/v1/tracks/0wZMPhztIsuwSjCo6OalWe,"Zdes' khorosho ('How Fair This Spot'), Op. 21, No. 7",0Kekt6CKSo0m5mivKcoH51
419qlOGNXoyICx4jO0hqaj,https://api.spotify.com/v1/tracks/419qlOGNXoyICx4jO0hqaj,"Rhapsody on a Theme of Paganini, Op. 43: Variation No. 18 Andante cantabile",0Kekt6CKSo0m5mivKcoH51
0H3JiNc4CGnFVwMqWvACmO,https://api.spotify.com/v1/tracks/0H3JiNc4CGnFVwMqWvACmO,"Vocalise, Op.34, No.14",0Kekt6CKSo0m5mivKcoH51
1faDVN6hdbj0rQXOP5Cflf,https://api.spotify.com/v1/tracks/1faDVN6hdbj0rQXOP5Cflf,"Rachmaninov: Rhapsody on a Theme of Paganini, Op. 43: Variation XVIII. Andante cantabile",0Kekt6CKSo0m5mivKcoH51
7EcjtjNYDhQ82yCQZU0Z9C,https://api.spotify.com/v1/tracks/7EcjtjNYDhQ82yCQZU0Z9C,"Rhapsody On a Theme of Paganini, Op. 43: V. Variation XVIII",0Kekt6CKSo0m5mivKcoH51
2buQqAGeQDkkUySsKyoDQJ,https://api.spotify.com/v1/tracks/2buQqAGeQDkkUySsKyoDQJ,"Preghiera (Arr. by Fritz Kreisler from Piano Concerto No. 2 in C Minor, Op. 18, 2nd Movement)",0Kekt6CKSo0m5mivKcoH51
76tGvMdmFKuiMew33ZNNA9,https://api.spotify.com/v1/tracks/76tGvMdmFKuiMew33ZNNA9,Lover Is a Day,2Tglaf8nvDzwSQnpSrjLHP
3oyf4dalm17kzTE8LJDbgR,https://api.spotify.com/v1/tracks/3oyf4dalm17kzTE8LJDbgR,Lo Que Siento,2Tglaf8nvDzwSQnpSrjLHP
7qBT9qcbtkLqrfm9LiTNB4,https://api.spotify.com/v1/tracks/7qBT9qcbtkLqrfm9LiTNB4,Piel Canela,2Tglaf8nvDzwSQnpSrjLHP
3kEsMLO3qUUwiXeCndsMIb,https://api.spotify.com/v1/tracks/3kEsMLO3qUUwiXeCndsMIb,Bossa No Sé (feat. Jean Carter),2Tglaf8nvDzwSQnpSrjLHP
6VZg3YsN5kKBwz39fPcIM1,https://api.spotify.com/v1/tracks/6VZg3YsN5kKBwz39fPcIM1,Amor de Siempre,2Tglaf8nvDzwSQnpSrjLHP
6zHyWsqTzT6Fympdy9KQDQ,https://api.spotify.com/v1/tracks/6zHyWsqTzT6Fympdy9KQDQ,Dontmakemefallinlove,2Tglaf8nvDzwSQnpSrjLHP
1Cx5pTBRWI67JXVmMGJT23,https://api.spotify.com/v1/tracks/1Cx5pTBRWI67JXVmMGJT23,Sitting In The Corner (feat. Adriel Favela & Kacey Musgraves),2Tglaf8nvDzwSQnpSrjLHP
3hMvsYZjU1pFH0xoywKXA9,https://api.spotify.com/v1/tracks/3hMvsYZjU1pFH0xoywKXA9,Do Better,2Tglaf8nvDzwSQnpSrjLHP
7t5MUcFIIayP1M6TNhtWE0,https://api.spotify.com/v1/tracks/7t5MUcFIIayP1M6TNhtWE0,Summer Time High Time,2Tglaf8nvDzwSQnpSrjLHP
1I4lCSP69P74nU3a6Su5L2,https://api.spotify.com/v1/tracks/1I4lCSP69P74nU3a6Su5L2,Jiggle Jiggle,3jNm5wvIx1eR5NDdXhMkNV
332xSCN5xTnJYnuyobZmy7,https://api.spotify.com/v1/tracks/332xSCN5xTnJYnuyobZmy7,Jiggle Jiggle (Jason Derulo x Duke & Jones x Louis Theroux x Amelia Dimz),07YZf4WDAMNwqr4jfgOZ8y
6s4T0UEJs5kX6EsEjvfXpw,https://api.spotify.com/v1/tracks/6s4T0UEJs5kX6EsEjvfXpw,Trenches,3jNm5wvIx1eR5NDdXhMkNV
1fMh032FtBwJDk1iGurH9Y,https://api.spotify.com/v1/tracks/1fMh032FtBwJDk1iGurH9Y,This Could Be - Chill Mix,3jNm5wvIx1eR5NDdXhMkNV
0XGR13jGzZ68T6R0PVmQFH,https://api.spotify.com/v1/tracks/0XGR13jGzZ68T6R0PVmQFH,Jiggle Jiggle - Kideko Remix,3jNm5wvIx1eR5NDdXhMkNV
6LKpiaIF8jCAGj8W96WNQr,https://api.spotify.com/v1/tracks/6LKpiaIF8jCAGj8W96WNQr,Above The Tide,3jNm5wvIx1eR5NDdXhMkNV
7jcP7f7Gol3IS01nfj7zbG,https://api.spotify.com/v1/tracks/7jcP7f7Gol3IS01nfj7zbG,Active,3jNm5wvIx1eR5NDdXhMkNV
6CGfrHc7vZErPVKO12Coj6,https://api.spotify.com/v1/tracks/6CGfrHc7vZErPVKO12Coj6,Vertigo,3jNm5wvIx1eR5NDdXhMkNV
31tf1qEai5o5f4r66Kd0pU,https://api.spotify.com/v1/tracks/31tf1qEai5o5f4r66Kd0pU,Me and Your Mama,73sIBHcqh3Z3NyqHKZ7FOL
0wXuerDYiBnERgIpbb3JBR,https://api.spotify.com/v1/tracks/0wXuerDYiBnERgIpbb3JBR,Redbone,73sIBHcqh3Z3NyqHKZ7FOL
2ZltjIqztEpZtafc8w0I9t,https://api.spotify.com/v1/tracks/2ZltjIqztEpZtafc8w0I9t,3005,73sIBHcqh3Z3NyqHKZ7FOL
0mCVNGC4Vvb6gDDQrDpaRh,https://api.spotify.com/v1/tracks/0mCVNGC4Vvb6gDDQrDpaRh,Les,73sIBHcqh3Z3NyqHKZ7FOL
7p4vHnYXkxlzvfePJVpcTr,https://api.spotify.com/v1/tracks/7p4vHnYXkxlzvfePJVpcTr,Feels Like Summer,73sIBHcqh3Z3NyqHKZ7FOL
3WWAvWDBQANpJeNbvVbjMg,https://api.spotify.com/v1/tracks/3WWAvWDBQANpJeNbvVbjMg,Heartbeat,73sIBHcqh3Z3NyqHKZ7FOL
799f6Ih1Pu4AUApMyXhxUc,https://api.spotify.com/v1/tracks/799f6Ih1Pu4AUApMyXhxUc,Bonfire,73sIBHcqh3Z3NyqHKZ7FOL
5NhlpQ6BOIz3S5welptk1W,https://api.spotify.com/v1/tracks/5NhlpQ6BOIz3S5welptk1W,Sober,73sIBHcqh3Z3NyqHKZ7FOL
0b9oOr2ZgvyQu88wzixux9,https://api.spotify.com/v1/tracks/0b9oOr2ZgvyQu88wzixux9,This Is America,73sIBHcqh3Z3NyqHKZ7FOL
4kgKjHMIDWri9XHjyxSbpy,https://api.spotify.com/v1/tracks/4kgKjHMIDWri9XHjyxSbpy,Same Old Ways,2tAqnHDAgnGtjnlzyoa38L
01HGXW27UXeMWa8Eglzgcf,https://api.spotify.com/v1/tracks/01HGXW27UXeMWa8Eglzgcf,NORTHSIDE,2tAqnHDAgnGtjnlzyoa38L
7ceXCl3ndsTFrH60P1c0io,https://api.spotify.com/v1/tracks/7ceXCl3ndsTFrH60P1c0io,Trust Nobody,2tAqnHDAgnGtjnlzyoa38L
1xXk9IMrUPwqpOXXTk7sCt,https://api.spotify.com/v1/tracks/1xXk9IMrUPwqpOXXTk7sCt,Tried Up,2tAqnHDAgnGtjnlzyoa38L
7sdWbnUGRzpWJmupEpXJiP,https://api.spotify.com/v1/tracks/7sdWbnUGRzpWJmupEpXJiP,Talk Quiet,2tAqnHDAgnGtjnlzyoa38L
7FSaklAKEXjV6HCoOhFDYR,https://api.spotify.com/v1/tracks/7FSaklAKEXjV6HCoOhFDYR,All I Can Say,2tAqnHDAgnGtjnlzyoa38L
3reHllSvAJyGwahWW4pdju,https://api.spotify.com/v1/tracks/3reHllSvAJyGwahWW4pdju,This Town,2tAqnHDAgnGtjnlzyoa38L
4W1HsvmcGtusNPyqdVOqaV,https://api.spotify.com/v1/tracks/4W1HsvmcGtusNPyqdVOqaV,Better,2tAqnHDAgnGtjnlzyoa38L
0jJOVtwAT6gpldYt3p6KhE,https://api.spotify.com/v1/tracks/0jJOVtwAT6gpldYt3p6KhE,Wire,2tAqnHDAgnGtjnlzyoa38L
4iJyoBOLtHqaGxP12qzhQI,https://api.spotify.com/v1/tracks/4iJyoBOLtHqaGxP12qzhQI,Peaches (feat. Daniel Caesar & Giveon),1uNFoZAHBGtllmzznpCI3s
3FAJ6O0NOHQV8Mc5Ri6ENp,https://api.spotify.com/v1/tracks/3FAJ6O0NOHQV8Mc5Ri6ENp,Heartbreak Anniversary,4fxd5Ee7UefO4CUXgwJ7IP
6TSO4hwz9WGrEUY7ABGVim,https://api.spotify.com/v1/tracks/6TSO4hwz9WGrEUY7ABGVim,Lost Me,4fxd5Ee7UefO4CUXgwJ7IP
6qBFSepqLCuh5tehehc1bd,https://api.spotify.com/v1/tracks/6qBFSepqLCuh5tehehc1bd,Like I Want You,4fxd5Ee7UefO4CUXgwJ7IP
1TlTzdsEpgfsmbuNfYmWfG,https://api.spotify.com/v1/tracks/1TlTzdsEpgfsmbuNfYmWfG,For Tonight,4fxd5Ee7UefO4CUXgwJ7IP
5PSYn0XVImstXPFFDtajEK,https://api.spotify.com/v1/tracks/5PSYn0XVImstXPFFDtajEK,Scarred,4fxd5Ee7UefO4CUXgwJ7IP
7r1MqPAD09w24mCUUbxiCI,https://api.spotify.com/v1/tracks/7r1MqPAD09w24mCUUbxiCI,Make You Mine,4fxd5Ee7UefO4CUXgwJ7IP
6I3mqTwhRpn34SLVafSH7G,https://api.spotify.com/v1/tracks/6I3mqTwhRpn34SLVafSH7G,Ghost,1uNFoZAHBGtllmzznpCI3s
50kpGaPAhYJ3sGmk6vplg0,https://api.spotify.com/v1/tracks/50kpGaPAhYJ3sGmk6vplg0,Love Yourself,1uNFoZAHBGtllmzznpCI3s
6epn3r7S14KUqlReYr77hA,https://api.spotify.com/v1/tracks/6epn3r7S14KUqlReYr77hA,Baby,1uNFoZAHBGtllmzznpCI3s
09CtPGIpYB4BrO8qb1RGsF,https://api.spotify.com/v1/tracks/09CtPGIpYB4BrO8qb1RGsF,Sorry,1uNFoZAHBGtllmzznpCI3s
1nahzW3kfMuwReTka28tH5,https://api.spotify.com/v1/tracks/1nahzW3kfMuwReTka28tH5,Hold On,1uNFoZAHBGtllmzznpCI3s
2JHHXGSC6Ra3IJOBNLbhS6,https://api.spotify.com/v1/tracks/2JHHXGSC6Ra3IJOBNLbhS6,FREEDOM,0eRbECAGCLLiTyVXPBRexU
1XmdReQRsXwlXs62EELp5S,https://api.spotify.com/v1/tracks/1XmdReQRsXwlXs62EELp5S,"It's All Right - From ""Soul""/Soundtrack Version",0eRbECAGCLLiTyVXPBRexU
0zZxNUuYI4mIjhA6OE6amf,https://api.spotify.com/v1/tracks/0zZxNUuYI4mIjhA6OE6amf,I NEED YOU,0eRbECAGCLLiTyVXPBRexU
7uYpvX8Gb7CUubdJcRt8E0,https://api.spotify.com/v1/tracks/7uYpvX8Gb7CUubdJcRt8E0,Sweet - Single Edit,0eRbECAGCLLiTyVXPBRexU
5EqHA3fTPCSLJDtUIqQySl,https://api.spotify.com/v1/tracks/5EqHA3fTPCSLJDtUIqQySl,CRY,0eRbECAGCLLiTyVXPBRexU
2xsqmGbhmZwsQMboHQ9jca,https://api.spotify.com/v1/tracks/2xsqmGbhmZwsQMboHQ9jca,ADULTHOOD,0eRbECAGCLLiTyVXPBRexU
6x9CsGaWqqtaggNYelyWO5,https://api.spotify.com/v1/tracks/6x9CsGaWqqtaggNYelyWO5,SING,0eRbECAGCLLiTyVXPBRexU
6XWBDQ4urerE3ekhoYdnT4,https://api.spotify.com/v1/tracks/6XWBDQ4urerE3ekhoYdnT4,It's All Right,0eRbECAGCLLiTyVXPBRexU
7GNRUsU3M4XNDDB9xle5Dz,https://api.spotify.com/v1/tracks/7GNRUsU3M4XNDDB9xle5Dz,That That (prod. & feat. SUGA of BTS),2dd5mrQZvg6SmahdgVKDzh
03UrZgTINDqvnUMbbIMhql,https://api.spotify.com/v1/tracks/03UrZgTINDqvnUMbbIMhql,Gangnam Style (강남스타일),2dd5mrQZvg6SmahdgVKDzh
1eMVXXpNPEUdFRy5ZH7FpM,https://api.spotify.com/v1/tracks/1eMVXXpNPEUdFRy5ZH7FpM,DADDY,2dd5mrQZvg6SmahdgVKDzh
5JlfrE9buCY1AB18sO5IdG,https://api.spotify.com/v1/tracks/5JlfrE9buCY1AB18sO5IdG,Gentleman,2dd5mrQZvg6SmahdgVKDzh
25YgkxnU4UzEG4ORni69Rw,https://api.spotify.com/v1/tracks/25YgkxnU4UzEG4ORni69Rw,New Face,2dd5mrQZvg6SmahdgVKDzh
5INgNRiLfTyTGTXt3eIr2r,https://api.spotify.com/v1/tracks/5INgNRiLfTyTGTXt3eIr2r,GANJI (feat. Jessi),2dd5mrQZvg6SmahdgVKDzh
3OLrkewJ2oQ1MQjUdEDfY5,https://api.spotify.com/v1/tracks/3OLrkewJ2oQ1MQjUdEDfY5,Celeb,2dd5mrQZvg6SmahdgVKDzh
77agEdLYGWCAhSmwtkPlCs,https://api.spotify.com/v1/tracks/77agEdLYGWCAhSmwtkPlCs,Now (feat. Hwa Sa),2dd5mrQZvg6SmahdgVKDzh
0sEWGO1ajAmgln6B4lkuKb,https://api.spotify.com/v1/tracks/0sEWGO1ajAmgln6B4lkuKb,I LUV IT,2dd5mrQZvg6SmahdgVKDzh
4Dvkj6JhhA12EX05fT7y2e,https://api.spotify.com/v1/tracks/4Dvkj6JhhA12EX05fT7y2e,As It Was,6KImCVD70vtIoJWnq6nGn3
1qEmFfgcLObUfQm0j1W2CK,https://api.spotify.com/v1/tracks/1qEmFfgcLObUfQm0j1W2CK,Late Night Talking,6KImCVD70vtIoJWnq6nGn3
6UelLqGlWMcVH1E5c4H7lY,https://api.spotify.com/v1/tracks/6UelLqGlWMcVH1E5c4H7lY,Watermelon Sugar,6KImCVD70vtIoJWnq6nGn3
5LYMamLv12UPbemOaTPyeV,https://api.spotify.com/v1/tracks/5LYMamLv12UPbemOaTPyeV,Music For a Sushi Restaurant,6KImCVD70vtIoJWnq6nGn3
6uvh0In7u1Xn4HgxOfAn8O,https://api.spotify.com/v1/tracks/6uvh0In7u1Xn4HgxOfAn8O,Matilda,6KImCVD70vtIoJWnq6nGn3
51Zw1cKDgkad0CXv23HCMU,https://api.spotify.com/v1/tracks/51Zw1cKDgkad0CXv23HCMU,Daylight,6KImCVD70vtIoJWnq6nGn3
3jjujdWJ72nww5eGnfs2E7,https://api.spotify.com/v1/tracks/3jjujdWJ72nww5eGnfs2E7,Adore You,6KImCVD70vtIoJWnq6nGn3
3i058E8uxTsYqJ5NWZzqSj,https://api.spotify.com/v1/tracks/3i058E8uxTsYqJ5NWZzqSj,Little Freak,6KImCVD70vtIoJWnq6nGn3
0rzaRSujxA0bKyjJl6vHYq,https://api.spotify.com/v1/tracks/0rzaRSujxA0bKyjJl6vHYq,Satellite,6KImCVD70vtIoJWnq6nGn3
68Dni7IE4VyPkTOH9mRWHr,https://api.spotify.com/v1/tracks/68Dni7IE4VyPkTOH9mRWHr,No Role Modelz,6l3HvQ5sa6mXTsMTB19rO5
4tqcoej1zPvwePZCzuAjJd,https://api.spotify.com/v1/tracks/4tqcoej1zPvwePZCzuAjJd,Wet Dreamz,6l3HvQ5sa6mXTsMTB19rO5
0Fs9cdPDhptWEDJmiCbkEW,https://api.spotify.com/v1/tracks/0Fs9cdPDhptWEDJmiCbkEW,She Knows (feat. Amber Coffman & Cults),6l3HvQ5sa6mXTsMTB19rO5
2wAJTrFhCnQyNSD3oUgTZO,https://api.spotify.com/v1/tracks/2wAJTrFhCnQyNSD3oUgTZO,Work Out,6l3HvQ5sa6mXTsMTB19rO5
2JvzF1RMd7lE3KmFlsyZD8,https://api.spotify.com/v1/tracks/2JvzF1RMd7lE3KmFlsyZD8,MIDDLE CHILD,6l3HvQ5sa6mXTsMTB19rO5
5W8jRrZ6tWrTrqnKRtIQBf,https://api.spotify.com/v1/tracks/5W8jRrZ6tWrTrqnKRtIQBf,p r i d e . i s . t h e . d e v i l (with Lil Baby),6l3HvQ5sa6mXTsMTB19rO5
1D3z6HTiQsNmZxjl7F7eoG,https://api.spotify.com/v1/tracks/1D3z6HTiQsNmZxjl7F7eoG,m y . l i f e (with 21 Savage & Morray),6l3HvQ5sa6mXTsMTB19rO5
2uwnP6tZVVmTovzX5ELooy,https://api.spotify.com/v1/tracks/2uwnP6tZVVmTovzX5ELooy,Power Trip (feat. Miguel),6l3HvQ5sa6mXTsMTB19rO5
3eJH2nAjvNXdmPfBkALiPZ,https://api.spotify.com/v1/tracks/3eJH2nAjvNXdmPfBkALiPZ,Acapulco,07YZf4WDAMNwqr4jfgOZ8y
59qrUpoplZxbIZxk6X0Bm3,https://api.spotify.com/v1/tracks/59qrUpoplZxbIZxk6X0Bm3,Take You Dancing,07YZf4WDAMNwqr4jfgOZ8y
6kex4EBAj0WHXDKZMEJaaF,https://api.spotify.com/v1/tracks/6kex4EBAj0WHXDKZMEJaaF,Swalla (feat. Nicki Minaj & Ty Dolla $ign),07YZf4WDAMNwqr4jfgOZ8y
7oGZAicScQt96OAW4AruYy,https://api.spotify.com/v1/tracks/7oGZAicScQt96OAW4AruYy,Want to Want Me,07YZf4WDAMNwqr4jfgOZ8y
4Lt6GXGzYsa1tgkv3nGSTm,https://api.spotify.com/v1/tracks/4Lt6GXGzYsa1tgkv3nGSTm,Love Not War (The Tampa Beat),07YZf4WDAMNwqr4jfgOZ8y
312A8WfROSLvZbMDHBUPDp,https://api.spotify.com/v1/tracks/312A8WfROSLvZbMDHBUPDp,Fit but You Know It,4GvOygVQquMaPm8oAc0vXi
35zEswqAFI1D41cmoBXOFK,https://api.spotify.com/v1/tracks/35zEswqAFI1D41cmoBXOFK,Has It Come to This?,4GvOygVQquMaPm8oAc0vXi
6DoenX36UcAKSp6wR9UKxM,https://api.spotify.com/v1/tracks/6DoenX36UcAKSp6wR9UKxM,Blinded by the Lights,4GvOygVQquMaPm8oAc0vXi
5UjccMIJkNhont0TGSU0iD,https://api.spotify.com/v1/tracks/5UjccMIJkNhont0TGSU0iD,Take Me As I Am,4GvOygVQquMaPm8oAc0vXi
