toptrack_key,track_popularity
3xKsf9qdS1CyvXSMEid6g8,81
2ZWlPOoWh0626oTaHrnl2a,79
7eqoqGkKwgOaWNNHx90uEZ,78
6Nle9hKrkL1wQpwNfEkxjh,78
4osgfFTICMkcGbbigdsa53,78
7DfFc7a6Rwfi3YQMRbDMau,77
2LMkwUfqC6S6s6qDVlEuzV,77
4S4Mfvv03M1cHgIOJcbUCL,76
3qLZnIVAiGexuNuG8Aptrq,57
4VVEfBXep7FdOt524jkfLF,50
2fDLC30XLnXwVtASMgsD1b,49
3QI3LjBqsB4tuaDgR2jOyU,48
2hHQb8EIlBNwALIVV3UUez,30
0X4j0IqoVICreUoHuKblYA,27
3Of5Ow9zOuBo1cCQlMRtMp,27
4MzgWp3p63QxOrTe9HktQX,25
0OTEqgbfNXssmkSnQhdcrK,23
6w1JyXgv5epQCZoc2MW5X4,56
3RXGbZhy0Hyur2mSVDlu51,53
4emJOvmhqWJAxpwB7c9JJw,53
3LcFNj04sHJson5SIrRPAe,48
2SUhYLEWeiJsK5IX1UCa66,45
7nmjqAYgfw1oIuTaoT9w1Q,18
34lKiKHCKhMe9PAfGcdFNE,57
3QD0Y1tTngihByjdWC99lG,63
1exnDFdC34GyBcaLt9ZJfX,63
4IOxk5ep5ONrdlL0ZIy64v,61
7wDVvxMUdW5MtJUqFtuXUz,61
1d8Arh7PushRWWJRs41rSa,61
6DIW7GJbuGZdHolRcPWprP,60
6UM5HKVVm1cjOQhUJB4Ft3,58
1WCOna34eEMPgjfOOZkGQc,57
4RVwu0g32PAqgUiJoXsdF8,88
0u2P5u6lvoDfwTYjAADbn4,87
3GYlZ7tbxLOxe6ewMNVTkw,86
3ZCTVFBt2Brf31RLEnCkWJ,84
04sN26COy28wTXYj3dMoiZ,84
2Fxmhks0bxGSBdJ92vM42m,83
5SHpuW2qjkQtFRpE6P9Nks,83
43zdsphuZLzwA9k4DJhU0I,82
32BeYxKPrig1LefHsC0Xuo,81
0SxQz5uPZ5cAGWzj6MvzrX,68
0QPPJN3d42PINVAyBPZTC3,68
3Jbpo2slhW2bbVneiJnC9G,66
3witRpHWHqArlnt6GTlH2Y,64
1qbXrxctv75pm1lWCn6Zw3,63
4mQMvcRtQou5yI8mjuJ1lf,63
7uidJM7xBikobIitpHQKZ4,60
5Rse8If81NbzXL1ARjHOTB,59
6k6pPAqLxleqb3fbMtVjxe,55
1NechTDnTtSaciAT6gmvJQ,58
6VLzm03YUeXVl3GdGyib6J,52
1u7z1dbU39nz7LysjwU5uF,43
2qHAN7YZvbMcCZeY96KBrf,40
76Dnq6tk34o2Z4IqFA8aua,38
3LNsyHdo8MWl4mqbkzAvKh,38
2objnIQ2PEB2PkmqtQLrLq,35
4KCVBAUv1dnscK8UTgIbv7,34
3mzyTGFLlcSPUpO47GkD96,13
5q3LwAHTqo9d3rET2EA9Nq,69
5Htq8DDDN0Xce9MwqzAzui,67
0iWFz0Q5Qha9bx325ocFWq,66
3Qj2f7BrpJNGj3dbxKpOlp,64
3kYARoLSAvt86VFZ55BQcq,63
4uQ7wYsuL0DryknoDc11Hk,64
3Vj8RQkFwOmDvUrwu6MtQZ,64
5OFEJMirg4NPz7G1zgXDYu,63
7uX3gufAoBVqKVoD3dBLLD,62
1jhdCONafFj1hzJsPvZx27,62
5Z3mR4zAX4K3krt4JAOpmx,61
7jN5Abri3a1crehbnlWa1F,60
7pBsquIkbED6W6uSQJGbkn,59
1L8NADNWd56cZRnaxcxPPI,58
4Dy5oXGqZZLzOumW6Jho7o,50
24JuKCMs4ZabanWcmwqnUA,49
6n4UqcXIyzKq7KP61I3fzc,46
4Wjs2vzGsh5L88isQmLXYv,38
4DH2girSMyTIJaFrZdnJZL,38
6E6R6NUu2zAExZiWvbzkOB,35
2SV5uVCLkf5g3BBfS4f2oo,35
62Wm2jnqXMSyrrLxEvvuhZ,34
4mekJeW39ewly8gINHucAw,32
3n5te2xbUAPjzAnhLgA42z,68
7gGBgh0bVxHPgZjA505bo9,70
252G7yirQ4pXj6ZD4T9R2W,66
7yfGRLpyVn2qiyU9FR86Ww,64
4W1gUkq2TAOOFCBet3i3WR,63
1aXWzWjj5Lchfm44Uet9nZ,63
2tJUcBxiQEYSCzC3BdIOk8,63
1gH1h30wkQdd9zhY3j7a8T,85
4EWBhKf1fOFnyMtUzACXEc,81
47Bg6IrMed1GPbxRgwH2aC,79
5OUTFH5acycdnf8OVo21Gv,78
4EpZ4eYuZOwPSSwyqpdHnJ,77
5EYi2rH4LYs6M21ZLOyQTx,75
3mWUqIz228lrdC5ZSkpjUG,73
2rXVtoLBHuXcNB5DVfIc9p,73
3OM6qQmdFV6uy61GIqpRtf,72
13WuxHOJdApCaWfACurQ0f,35
5TsyxEIc5yBhGr8b9ZLcyW,27
35xilew5nalcetOeytaDFj,67
0ouNy5wxZ1jXOPMwxi2Zbo,53
7uwJwSKpmzZH7p7imm4f1P,55
4ZMJshw6UOvaTWWThYtEoW,65
24cgBBhZD1cWekUqaYuqTB,57
26vo1FuxIs0rINePq3lOx8,65
3t7GX7UAoxFcvkWCDqEvLW,53
6LAHkI7op52Y4NoK2PGMlH,53
3sNVsP50132BTNlImLx70i,83
64GRDrL1efgXclrhVCeuA0,72
1PSDpiTgnkxHc7GhKrHCaA,55
